date,name,label,time,floor,closing,year
27.11.2021,Ryan Elliott,faith beat,21:00,Panorama Bar,FALSE,2021
27.11.2021,Ryan Elliott B2B Ash Lauryn,,02:00,Panorama Bar,TRUE,2021
04.12.2021,Marie Montexier,pary�a,23:59,Berghain,FALSE,2021
04.12.2021,Dr. Rubinstein,,04:00,Berghain,FALSE,2021
04.12.2021,D.Dan,lobster theremin,08:00,Berghain,FALSE,2021
04.12.2021,Nina Kraviz,____,12:00,Berghain,FALSE,2021
04.12.2021,Fran�ois X,xx lab,16:00,Berghain,FALSE,2021
04.12.2021,Norman Nodge,ostgut ton,20:00,Berghain,FALSE,2021
04.12.2021,Vincent Neumann,unitas multiplex,23:59,Berghain,TRUE,2021
04.12.2021,Nick H�ppner,touch from a distance,23:59,Panorama Bar,FALSE,2021
04.12.2021,Josey Rebelle,,05:00,Panorama Bar,FALSE,2021
04.12.2021,CCL,,09:00,Panorama Bar,FALSE,2021
04.12.2021,Alex Kassian,love on the rocks,13:00,Panorama Bar,FALSE,2021
04.12.2021,Paramida,love on the rocks,17:00,Panorama Bar,FALSE,2021
04.12.2021,Massimiliano Pagliara,funnuvojere,22:00,Panorama Bar,TRUE,2021
11.12.2021,Colin Benders,hiss &amp; hertz,,Berghain,FALSE,2021
11.12.2021,Ben Klock,klockworks,,Berghain,FALSE,2021
11.12.2021,Efdemin,ostgut ton,,Berghain,FALSE,2021
11.12.2021,Helena Hauff,ninja tune,,Berghain,FALSE,2021
11.12.2021,Hyperaktivist,,,Berghain,FALSE,2021
11.12.2021,JASSS,ostgut ton,,Berghain,FALSE,2021
11.12.2021,Naty Seres,never not now,,Berghain,FALSE,2021
11.12.2021,Rolando,r3,,Berghain,FALSE,2021
11.12.2021,Terence Fixmer,ostgut ton,,Berghain,TRUE,2021
11.12.2021,AGYENA,,,Panorama Bar,FALSE,2021
11.12.2021,Alinka,twirl,,Panorama Bar,FALSE,2021
11.12.2021,Chris Cruse,spotlight,,Panorama Bar,FALSE,2021
11.12.2021,OK Williams,,,Panorama Bar,FALSE,2021
11.12.2021,Steffi B2B Virginia,klakson / ostgut ton,,Panorama Bar,FALSE,2021
11.12.2021,Soft Crash,bite,,Panorama Bar,FALSE,2021
11.12.2021,Ryan Elliott,faith beat,,Panorama Bar,TRUE,2021
11.12.2021,Tobias.,ostgut ton,,S�ule,TRUE,2021
18.12.2021,Ron Albrecht,pure traxx,,Berghain,FALSE,2021
18.12.2021,Nene H,incienso,,Berghain,FALSE,2021
18.12.2021,Matrixxman,the grid,,Berghain,FALSE,2021
18.12.2021,JakoJako,leisure system,,Berghain,FALSE,2021
18.12.2021,Etapp Kyle,ostgut ton,,Berghain,FALSE,2021
18.12.2021,Claire Morgan,,,Berghain,TRUE,2021
18.12.2021,�me,innervisions,,Panorama Bar,FALSE,2021
18.12.2021,Radio Slave,rekids,,Panorama Bar,FALSE,2021
18.12.2021,Perel,dfa,,Panorama Bar,FALSE,2021
18.12.2021,Jing,6dimensions,,Panorama Bar,FALSE,2021
18.12.2021,Gerd Janson,running back,,Panorama Bar,FALSE,2021
18.12.2021,Dinky,horizontal,,Panorama Bar,FALSE,2021
18.12.2021,Clara 3000,,,Panorama Bar,TRUE,2021
05.03.2022,Luigi Di Venere,funnuvojere,23:59,Berghain,FALSE,2022
05.03.2022,Tobias.,ostgut ton,04:30,Berghain,FALSE,2022
05.03.2022,JakoJako,leisure system,05:30,Berghain,FALSE,2022
05.03.2022,MARR�N,,09:00,Berghain,FALSE,2022
05.03.2022,Naty Seres,never not now,13:00,Berghain,FALSE,2022
05.03.2022,Dr. Rubinstein,,17:00,Berghain,FALSE,2022
05.03.2022,Ellen Allien,bpitch control,21:00,Berghain,FALSE,2022
05.03.2022,Fiedel,ostgut ton,01:00,Berghain,TRUE,2022
05.03.2022,Gwenan,,23:59,Panorama Bar,FALSE,2022
05.03.2022,Fantastic Man,lixtp,04:00,Panorama Bar,FALSE,2022
05.03.2022,DJ Fart in the Club,,08:00,Panorama Bar,FALSE,2022
05.03.2022,Idjut Boys,smalltown supersound,12:00,Panorama Bar,FALSE,2022
05.03.2022,David Elimelech,,16:00,Panorama Bar,FALSE,2022
05.03.2022,Lakuti,uzuri,20:00,Panorama Bar,FALSE,2022
05.03.2022,Cromby,phantasy sound,00:00,Panorama Bar,TRUE,2022
12.03.2022,Don Williams,mojuba,23:59,Berghain,FALSE,2022
12.03.2022,Colin Benders,hiss &amp; hertz,04:00,Berghain,FALSE,2022
12.03.2022,Norman Nodge,ostgut ton,05:00,Berghain,FALSE,2022
12.03.2022,Boris,ostgut ton,09:00,Berghain,FALSE,2022
12.03.2022,Adiel,danza tribale,13:00,Berghain,FALSE,2022
12.03.2022,DJ Stingray 313,micron audio,17:00,Berghain,FALSE,2022
12.03.2022,Barker,ostgut ton,20:00,Berghain,FALSE,2022
12.03.2022,Steffi,klakson,23:59,Berghain,TRUE,2022
12.03.2022,Jenny Cara,,23:59,Panorama Bar,FALSE,2022
12.03.2022,nd_baumecker,ostgut ton,04:00,Panorama Bar,FALSE,2022
12.03.2022,Romain FX,fauve,08:00,Panorama Bar,FALSE,2022
12.03.2022,Bottom Heavy,,12:00,Panorama Bar,FALSE,2022
12.03.2022,Virginia,ostgut ton,16:00,Panorama Bar,FALSE,2022
12.03.2022,Palms Trax,dekmantel,20:00,Panorama Bar,FALSE,2022
12.03.2022,Nemo B2B Castro,sound metaphors,23:59,Panorama Bar,TRUE,2022
19.03.2022,Philippa Pacho,positivesource,23:59,Berghain,FALSE,2022
19.03.2022,Massimiliano Pagliara,funnuvojere,04:00,Berghain,FALSE,2022
19.03.2022,Fadi Mohem,spandau20,08:00,Berghain,FALSE,2022
19.03.2022,Elli Acula,spandau20,12:00,Berghain,FALSE,2022
19.03.2022,Luke Slater,mote-evolver,16:00,Berghain,FALSE,2022
19.03.2022,Phase Fatale,ostgut ton,20:00,Berghain,FALSE,2022
19.03.2022,Answer Code Request,ostgut ton,23:59,Berghain,TRUE,2022
19.03.2022,Ryan Elliott,faith beat,23:59,Panorama Bar,FALSE,2022
19.03.2022,Alinka,twirl,04:00,Panorama Bar,FALSE,2022
19.03.2022,Shy One,dva music,08:00,Panorama Bar,FALSE,2022
19.03.2022,Dinky,horizontal,12:00,Panorama Bar,FALSE,2022
19.03.2022,Midland,graded,16:00,Panorama Bar,FALSE,2022
19.03.2022,Gerd Janson,running back,20:00,Panorama Bar,FALSE,2022
19.03.2022,Roi Perez,ostgut ton,23:59,Panorama Bar,TRUE,2022
26.03.2022,Alex Levin,,23:59,Berghain,FALSE,2022
26.03.2022,Marie Montexier,pary�a,05:00,Berghain,FALSE,2022
26.03.2022,Nene H,incienso,09:00,Berghain,FALSE,2022
26.03.2022,Matrixxman,the grid,13:00,Berghain,FALSE,2022
26.03.2022,Key Clef,ipnotica erotica rec,17:00,Berghain,FALSE,2022
26.03.2022,Dasha Rush,fullpanda,21:00,Berghain,FALSE,2022
26.03.2022,R�dh�d,wsnwg,01:00,Berghain,TRUE,2022
26.03.2022,Chris Cruse,spotlight,23:59,Panorama Bar,FALSE,2022
26.03.2022,Joe Delon,welt discos,05:00,Panorama Bar,FALSE,2022
26.03.2022,Mike Starr,,09:00,Panorama Bar,FALSE,2022
26.03.2022,Gabrielle Kwarteng,,13:00,Panorama Bar,FALSE,2022
26.03.2022,Sedef Adasi,public possession,17:00,Panorama Bar,FALSE,2022
26.03.2022,Gide�n,,21:00,Panorama Bar,FALSE,2022
26.03.2022,Honey Dijon,classic,01:00,Panorama Bar,TRUE,2022
02.04.2022,Vincent Neumann,unitas multiplex,23:59,Berghain,FALSE,2022
02.04.2022,Hyperaktivist,,05:00,Berghain,FALSE,2022
02.04.2022,IMOGEN,,09:00,Berghain,FALSE,2022
02.04.2022,D.Dan,lobster theremin,13:00,Berghain,FALSE,2022
02.04.2022,DVS1,hush,17:00,Berghain,FALSE,2022
02.04.2022,Norman Nodge,ostgut ton,21:00,Berghain,FALSE,2022
02.04.2022,Ryan Elliott,faith beat,01:00,Berghain,TRUE,2022
02.04.2022,Vale Budino,,23:59,Panorama Bar,FALSE,2022
02.04.2022,Eliott Litrowski,oossha,04:00,Panorama Bar,FALSE,2022
02.04.2022,Cormac,polari,08:00,Panorama Bar,FALSE,2022
02.04.2022,DJ Holographic,planet e,14:00,Panorama Bar,FALSE,2022
02.04.2022,Kittin &amp; The Hacker,nobody�s biz_zness,20:00,Panorama Bar,FALSE,2022
02.04.2022,nd_baumecker,ostgut ton,22:00,Panorama Bar,FALSE,2022
02.04.2022,Radio Slave,rekids,02:00,Panorama Bar,TRUE,2022
09.04.2022,Christoph Faust,exekutive funktionen,23:59,Berghain,FALSE,2022
09.04.2022,Olivia Mendez,mord,05:00,Berghain,FALSE,2022
09.04.2022,Carlota Marques,tresor,09:00,Berghain,FALSE,2022
09.04.2022,H�ctor Oaks,oaks,13:00,Berghain,FALSE,2022
09.04.2022,Anetha,mama told ya,17:00,Berghain,FALSE,2022
09.04.2022,Ben Klock,klockworks,21:00,Berghain,FALSE,2022
09.04.2022,Ron Albrecht,pure traxx,01:00,Berghain,TRUE,2022
09.04.2022,Terr,phantasy sound,23:59,Panorama Bar,FALSE,2022
09.04.2022,Soft Crash,bite,04:00,Panorama Bar,FALSE,2022
09.04.2022,Sally C,big saldo�s chunkers,08:00,Panorama Bar,FALSE,2022
09.04.2022,Theo Kottis,beautiful strangers,12:00,Panorama Bar,FALSE,2022
09.04.2022,Leon Vynehall,ninja tune,16:00,Panorama Bar,FALSE,2022
09.04.2022,Virginia,ostgut ton,20:00,Panorama Bar,FALSE,2022
09.04.2022,Cinthie,803 crystal grooves,23:59,Panorama Bar,TRUE,2022
16.04.2022,Steffi,klakson,23:59,Berghain,FALSE,2022
16.04.2022,LSDXOXO,xl,04:00,Berghain,FALSE,2022
16.04.2022,rRoxymore,don't be afraid,08:00,Berghain,FALSE,2022
16.04.2022,Boris,ostgut ton,11:00,Berghain,FALSE,2022
16.04.2022,Fiedel,ostgut ton,15:00,Berghain,FALSE,2022
16.04.2022,Dr. Rubinstein,,19:00,Berghain,FALSE,2022
16.04.2022,Norman Nodge,ostgut ton,23:00,Berghain,FALSE,2022
16.04.2022,Naty Seres,never not now,03:00,Berghain,FALSE,2022
16.04.2022,Volvox,,07:00,Berghain,FALSE,2022
16.04.2022,JASSS,ostgut ton,11:00,Berghain,FALSE,2022
16.04.2022,DJ Stingray 313,micron audio,15:00,Berghain,FALSE,2022
16.04.2022,Helena Hauff,ninja tune,18:00,Berghain,FALSE,2022
16.04.2022,Marcel Dettmann,bad manners,22:00,Berghain,FALSE,2022
16.04.2022,Freddy K,key vinyl,02:00,Berghain,TRUE,2022
16.04.2022,�me,innervisions,23:59,Panorama Bar,FALSE,2022
16.04.2022,Perel,dfa,04:00,Panorama Bar,FALSE,2022
16.04.2022,Ketiov,ketiov,08:00,Panorama Bar,FALSE,2022
16.04.2022,Lakuti,uzuri,12:00,Panorama Bar,FALSE,2022
16.04.2022,Kenny Dope,dopewax,16:00,Panorama Bar,FALSE,2022
16.04.2022,Carl Craig,planet e,20:00,Panorama Bar,FALSE,2022
16.04.2022,Paramida,love on the rocks,23:00,Panorama Bar,FALSE,2022
16.04.2022,Massimiliano Pagliara,funnuvojere,03:00,Panorama Bar,FALSE,2022
16.04.2022,Tama Sumo,ostgut ton,07:00,Panorama Bar,FALSE,2022
16.04.2022,Soundstream,soundstream,11:00,Panorama Bar,FALSE,2022
16.04.2022,OK Williams,,14:00,Panorama Bar,FALSE,2022
16.04.2022,I-F,viewlexx,18:00,Panorama Bar,FALSE,2022
16.04.2022,Jennifer Cardini,correspondant,22:00,Panorama Bar,FALSE,2022
16.04.2022,Roi Perez,ostgut ton,02:00,Panorama Bar,TRUE,2022
23.04.2022,Mary Yuzovskaya,monday off,23:59,Berghain,FALSE,2022
23.04.2022,FJAAK,spandau20,04:00,Berghain,FALSE,2022
23.04.2022,Damie,ameniia,05:00,Berghain,FALSE,2022
23.04.2022,Kangding Ray,ara,09:00,Berghain,FALSE,2022
23.04.2022,Nihad Tule,sloboda,13:00,Berghain,FALSE,2022
23.04.2022,Stephanie Sykes,animal farm,17:00,Berghain,FALSE,2022
23.04.2022,Fran�ois X,xx lab,21:00,Berghain,FALSE,2022
23.04.2022,Silent Servant,bite,01:00,Berghain,TRUE,2022
23.04.2022,Monty Luke,black catalogue,23:59,Panorama Bar,FALSE,2022
23.04.2022,Jason Kendig,jabs,04:00,Panorama Bar,FALSE,2022
23.04.2022,Luca Lozano,pelvis records,08:00,Panorama Bar,FALSE,2022
23.04.2022,Roza Terenzi,planet euphorique,12:00,Panorama Bar,FALSE,2022
23.04.2022,Shaun J. Wright,twirl,16:00,Panorama Bar,FALSE,2022
23.04.2022,KiNK,running back,20:00,Panorama Bar,FALSE,2022
23.04.2022,AGYENA,,22:00,Panorama Bar,FALSE,2022
23.04.2022,Sedef Adasi,public possession,02:00,Panorama Bar,TRUE,2022
30.04.2022,Adelina,,23:59,Berghain,FALSE,2022
30.04.2022,Quan,indigenous electronic,04:00,Berghain,FALSE,2022
30.04.2022,Anna Haleta,,05:00,Berghain,FALSE,2022
30.04.2022,Mama Snake,amniote editions,09:00,Berghain,FALSE,2022
30.04.2022,Etapp Kyle,ostgut ton,13:00,Berghain,FALSE,2022
30.04.2022,Efdemin,ostgut ton,17:00,Berghain,FALSE,2022
30.04.2022,Speedy J,stoor,21:00,Berghain,FALSE,2022
30.04.2022,Partok,,01:00,Berghain,TRUE,2022
30.04.2022,Jing,6dimensions,23:59,Panorama Bar,FALSE,2022
30.04.2022,Clara 3000,,04:00,Panorama Bar,FALSE,2022
30.04.2022,Nick H�ppner,touch from a distance,08:00,Panorama Bar,FALSE,2022
30.04.2022,Bryan Kessler,c�meme,12:00,Panorama Bar,FALSE,2022
30.04.2022,fka.m4a,,16:00,Panorama Bar,FALSE,2022
30.04.2022,Galcher Lustwerk,ghostly international,20:00,Panorama Bar,FALSE,2022
30.04.2022,Gabrielle Kwarteng,,21:00,Panorama Bar,FALSE,2022
30.04.2022,Ouissam,,01:00,Panorama Bar,TRUE,2022
07.05.2022,Boris,ostgut ton,23:59,Berghain,FALSE,2022
07.05.2022,Beatrice,,04:00,Berghain,FALSE,2022
07.05.2022,Monster,oramics,08:00,Berghain,FALSE,2022
07.05.2022,Julianna,,12:00,Berghain,FALSE,2022
07.05.2022,JakoJako,leisure system,16:00,Berghain,FALSE,2022
07.05.2022,Answer Code Request,ostgut ton,20:00,Berghain,FALSE,2022
07.05.2022,Amotik,amotik,23:59,Berghain,TRUE,2022
07.05.2022,Fiedel,ostgut ton,23:59,Panorama Bar,FALSE,2022
07.05.2022,Paquita Gordon,,04:00,Panorama Bar,FALSE,2022
07.05.2022,Marie Montexier,pary�a,08:00,Panorama Bar,FALSE,2022
07.05.2022,Peach,,12:00,Panorama Bar,FALSE,2022
07.05.2022,Mozhgan,,16:00,Panorama Bar,FALSE,2022
07.05.2022,Honey Dijon,classic,20:00,Panorama Bar,FALSE,2022
07.05.2022,David Elimelech,,23:59,Panorama Bar,TRUE,2022
14.05.2022,Mike Starr,,23:59,Panorama Bar,FALSE,2022
14.05.2022,Alinka,twirl,04:00,Panorama Bar,FALSE,2022
14.05.2022,Virginia,ostgut ton,08:00,Panorama Bar,FALSE,2022
14.05.2022,TITIA,,12:00,Panorama Bar,FALSE,2022
14.05.2022,Steffi,klakson,16:00,Panorama Bar,FALSE,2022
14.05.2022,Floorplan,aus music,20:00,Panorama Bar,FALSE,2022
14.05.2022,Tijana T,,23:00,Panorama Bar,TRUE,2022
14.05.2022,Marcel Dettmann,bad manners,18:00,Berghain,FALSE,2022
14.05.2022,Naty Seres,never not now,22:00,Berghain,FALSE,2022
14.05.2022,Len Faki,figure,02:00,Berghain,TRUE,2022
21.05.2022,Norman Nodge,ostgut ton,23:59,Berghain,FALSE,2022
21.05.2022,Van Anh,,04:00,Berghain,FALSE,2022
21.05.2022,madwoman,,08:00,Berghain,FALSE,2022
21.05.2022,Key Clef,ipnotica erotica,12:00,Berghain,FALSE,2022
21.05.2022,Fred Hush,,16:00,Berghain,FALSE,2022
21.05.2022,Terence Fixmer,ostgut ton,20:00,Berghain,FALSE,2022
21.05.2022,Fadi Mohem,klockworks,21:00,Berghain,FALSE,2022
21.05.2022,Phase Fatale,bite,01:00,Berghain,TRUE,2022
21.05.2022,Sedef Adasi,public possession,23:59,Panorama Bar,FALSE,2022
21.05.2022,Marie Malarie,,04:00,Panorama Bar,FALSE,2022
21.05.2022,Ryan Elliott,faith beat,08:00,Panorama Bar,FALSE,2022
21.05.2022,,,12:00,Panorama Bar,FALSE,2022
21.05.2022,,,16:00,Panorama Bar,FALSE,2022
21.05.2022,Lakuti,uzuri,20:00,Panorama Bar,FALSE,2022
21.05.2022,Roman Fl�gel,esp institute,23:59,Panorama Bar,TRUE,2022
21.05.2022,Ciel,thanks for enlightening me,12:00,Garten,FALSE,2022
21.05.2022,Soundstream,soundstream,16:00,Garten,TRUE,2022
28.05.2022,Vixen,lobster theremin,23:59,Berghain,FALSE,2022
28.05.2022,Henning Baer,manhigh,04:00,Berghain,FALSE,2022
28.05.2022,Daria Kolosova,,08:00,Berghain,FALSE,2022
28.05.2022,Rene Wise,mote-evolver,12:00,Berghain,FALSE,2022
28.05.2022,Nur Jaber,osf,16:00,Berghain,FALSE,2022
28.05.2022,Barker,ostgut ton,20:00,Berghain,FALSE,2022
28.05.2022,Kyle Geiger,materia,23:59,Berghain,TRUE,2022
28.05.2022,Marie Pravda,,23:59,Panorama Bar,FALSE,2022
28.05.2022,PLO Man,acting press,04:00,Panorama Bar,FALSE,2022
28.05.2022,Kasper Marott,axces,08:00,Panorama Bar,FALSE,2022
28.05.2022,Shanti Celeste,peach discs/idle hands,12:00,Panorama Bar,FALSE,2022
28.05.2022,Roi Perez,ostgut ton,16:00,Panorama Bar,FALSE,2022
28.05.2022,Avalon Emerson,ad 93,20:00,Panorama Bar,FALSE,2022
28.05.2022,The Carry Nation,,23:59,Panorama Bar,TRUE,2022
04.06.2022,Norman Nodge,ostgut ton,23:59,Berghain,FALSE,2022
04.06.2022,Naty Seres,never not now,04:00,Berghain,FALSE,2022
04.06.2022,Cressida,kaos,08:00,Berghain,FALSE,2022
04.06.2022,Juliana Huxtable,,12:00,Berghain,FALSE,2022
04.06.2022,Rolando,r3,16:00,Berghain,FALSE,2022
04.06.2022,Steffi,klakson,20:00,Berghain,FALSE,2022
04.06.2022,Josey Rebelle,,23:59,Berghain,FALSE,2022
04.06.2022,Luke Slater,mote-evolver,04:00,Berghain,FALSE,2022
04.06.2022,Fadi Mohem,klockworks,08:00,Berghain,FALSE,2022
04.06.2022,Dr. Rubinstein,,12:00,Berghain,FALSE,2022
04.06.2022,Sedef Adasi,public possession,16:00,Berghain,FALSE,2022
04.06.2022,Etapp Kyle,ostgut ton,20:00,Berghain,FALSE,2022
04.06.2022,Fiedel,ostgut ton,23:59,Berghain,TRUE,2022
04.06.2022,Ryan Elliott,faith beat,23:59,Panorama Bar,FALSE,2022
04.06.2022,Chris Cruse,spotlight,04:00,Panorama Bar,FALSE,2022
04.06.2022,Kikelomo,,08:00,Panorama Bar,FALSE,2022
04.06.2022,,,12:00,Panorama Bar,FALSE,2022
04.06.2022,,,16:00,Panorama Bar,FALSE,2022
04.06.2022,Gerd Janson,running back,20:00,Panorama Bar,FALSE,2022
04.06.2022,Lakuti,uzuri,23:59,Panorama Bar,FALSE,2022
04.06.2022,Roi Perez,ostgut ton,04:00,Panorama Bar,FALSE,2022
04.06.2022,Boris,ostgut ton,08:00,Panorama Bar,FALSE,2022
04.06.2022,Carista,united identities,12:00,Panorama Bar,FALSE,2022
04.06.2022,Tama Sumo,ostgut ton,16:00,Panorama Bar,FALSE,2022
04.06.2022,Marcel Dettmann B2B Kittin,bad manners / dark entries,20:00,Panorama Bar,FALSE,2022
04.06.2022,Virginia,ostgut ton,23:59,Panorama Bar,TRUE,2022
04.06.2022,Jennifer Cardini,correspondant,12:00,Garten,FALSE,2022
04.06.2022,OK Williams,,16:00,Garten,TRUE,2022
04.06.2022,Richii,,20:00,Other,FALSE,2022
04.06.2022,Soundstream,soundstream,23:59,Other,FALSE,2022
04.06.2022,Vale Budino,,04:00,Other,FALSE,2022
04.06.2022,peachonfuse,,08:00,Other,FALSE,2022
04.06.2022,Pablo Bozzi,bite,12:00,Other,FALSE,2022
04.06.2022,Nemo B2B Castro,sound metaphors,16:00,Other,TRUE,2022
04.06.2022,Luigi Di Venere,philoxenia,10:00,Other,FALSE,2022
04.06.2022,XEXA,,15:00,Other,FALSE,2022
04.06.2022,Debbie Chia,,16:00,Other,FALSE,2022
04.06.2022,Massimiliano Pagliara,lovesexdreams,20:00,Other,FALSE,2022
04.06.2022,Krikor Kouchian,,01:00,Other,FALSE,2022
04.06.2022,Alessandro Adriani,mannequin,02:30,Other,FALSE,2022
04.06.2022,JakoJako,leisure system,07:30,Other,FALSE,2022
04.06.2022,Marylou,,08:30,Other,FALSE,2022
04.06.2022,Barker &amp; Baumecker,ostgut ton,13:30,Other,FALSE,2022
04.06.2022,Jenus,,14:30,Other,TRUE,2022
11.06.2022,Amanda Mussi B2B Ananda,,23:59,Berghain,FALSE,2022
11.06.2022,Leeon,,04:00,Berghain,FALSE,2022
11.06.2022,Stefan Goldmann,macro,08:00,Berghain,FALSE,2022
11.06.2022,Nazira,zvuk,12:00,Berghain,FALSE,2022
11.06.2022,NDRX,,16:00,Berghain,FALSE,2022
11.06.2022,Efdemin,ostgut ton,20:00,Berghain,FALSE,2022
11.06.2022,Aurora Halal,mutual dreaming,23:59,Berghain,TRUE,2022
11.06.2022,Cinthie,803 crystal grooves,23:59,Panorama Bar,FALSE,2022
11.06.2022,Josh Caff�,phantasy sound,04:00,Panorama Bar,FALSE,2022
11.06.2022,Willow,workshop,08:00,Panorama Bar,FALSE,2022
11.06.2022,,,12:00,Panorama Bar,FALSE,2022
11.06.2022,,,16:00,Panorama Bar,FALSE,2022
11.06.2022,Que Sakamoto,not an animal,20:00,Panorama Bar,FALSE,2022
11.06.2022,Liquid Earth,kalahari oyster cult,23:59,Panorama Bar,TRUE,2022
11.06.2022,DJ Fart in the Club,,12:00,Garten,FALSE,2022
11.06.2022,Soundstream B2B Substance,soundstream / paloma,16:00,Garten,TRUE,2022
18.06.2022,Yonti,,23:59,Berghain,FALSE,2022
18.06.2022,KI/KI,,04:00,Berghain,FALSE,2022
18.06.2022,Gerald VDH,meat,08:00,Berghain,FALSE,2022
18.06.2022,Sandrien,wolfskuil,12:00,Berghain,FALSE,2022
18.06.2022,DVS1,hush,16:00,Berghain,FALSE,2022
18.06.2022,Sterac,mote-evolver,20:00,Berghain,FALSE,2022
18.06.2022,Answer Code Request,ostgut ton,23:59,Berghain,TRUE,2022
18.06.2022,Sam Goku,atomnation,23:59,Panorama Bar,FALSE,2022
18.06.2022,Ogaz�n,,04:00,Panorama Bar,FALSE,2022
18.06.2022,Job Jobse,,08:00,Panorama Bar,FALSE,2022
18.06.2022,,,12:00,Panorama Bar,FALSE,2022
18.06.2022,Ben UFO,,20:00,Panorama Bar,FALSE,2022
18.06.2022,Partok,,23:59,Panorama Bar,TRUE,2022
18.06.2022,Zombies In Miami,permanent vacation,12:00,Garten,FALSE,2022
18.06.2022,Nicola Cruz,,16:00,Garten,TRUE,2022
25.06.2022,Ben Klock,klockworks,23:59,Berghain,FALSE,2022
25.06.2022,Hadone,taapion,04:00,Berghain,FALSE,2022
25.06.2022,GiGi FM,bambe,08:00,Berghain,FALSE,2022
25.06.2022,Claire Morgan,,12:00,Berghain,FALSE,2022
25.06.2022,Freddy K,key vinyl,16:00,Berghain,FALSE,2022
25.06.2022,DJ Nobu,bitta,20:00,Berghain,FALSE,2022
25.06.2022,Adiel,danza tribale,23:59,Berghain,TRUE,2022
25.06.2022,David Elimelech,,23:59,Panorama Bar,FALSE,2022
25.06.2022,Jing Lekker,6dimensions,04:00,Panorama Bar,FALSE,2022
25.06.2022,Vin Sol,dark entries,08:00,Panorama Bar,FALSE,2022
25.06.2022,,,12:00,Panorama Bar,FALSE,2022
25.06.2022,livwutang,,20:00,Panorama Bar,FALSE,2022
25.06.2022,Cormac,polari,23:59,Panorama Bar,TRUE,2022
25.06.2022,Zillas on Acid,nocturne,12:00,Garten,FALSE,2022
25.06.2022,Paramida,love on the rocks,16:00,Garten,TRUE,2022
25.06.2022,Vague M�canique,,19:00,S�ule,TRUE,2022
02.07.2022,Answer Code Request,ostgut ton,23:59,Berghain,FALSE,2022
02.07.2022,Tobias.,ostgut ton,04:00,Berghain,FALSE,2022
02.07.2022,Cecilia Tosh,sev berlin,05:30,Berghain,FALSE,2022
02.07.2022,Key Clef,ipnotica erotica,09:30,Berghain,FALSE,2022
02.07.2022,Stephanie Sykes,animal farm,13:30,Berghain,FALSE,2022
02.07.2022,Blawan,ternesc,17:30,Berghain,FALSE,2022
02.07.2022,Efdemin,ostgut ton,21:30,Berghain,FALSE,2022
02.07.2022,Anna Haleta,,01:30,Berghain,TRUE,2022
02.07.2022,Barbara Hofmann,,23:59,Panorama Bar,FALSE,2022
02.07.2022,Fort Romeau,ghostly international,04:00,Panorama Bar,FALSE,2022
02.07.2022,Kiernan Laveaux,,08:00,Panorama Bar,FALSE,2022
02.07.2022,,,12:00,Panorama Bar,FALSE,2022
02.07.2022,PHILLIPI,deewee,20:00,Panorama Bar,FALSE,2022
02.07.2022,Nick H�ppner,touch from a distance,23:59,Panorama Bar,TRUE,2022
02.07.2022,Terr,phantasy sound,12:00,Garten,FALSE,2022
02.07.2022,Afriqua,metereze,16:00,Garten,TRUE,2022
09.07.2022,Mohajer,,23:59,Berghain,FALSE,2022
09.07.2022,Deena Abdelwahed,infin�,04:00,Berghain,FALSE,2022
09.07.2022,Antigone,token,08:00,Berghain,FALSE,2022
09.07.2022,Gael,,12:00,Berghain,FALSE,2022
09.07.2022,Randomer,headstrong,16:00,Berghain,FALSE,2022
09.07.2022,VTSS,ninja tune,20:00,Berghain,FALSE,2022
09.07.2022,Etapp Kyle,ostgut ton,23:59,Berghain,TRUE,2022
09.07.2022,Oracy,mojuba,23:59,Panorama Bar,FALSE,2022
09.07.2022,Ash Lauryn,fwm entertainment,04:00,Panorama Bar,FALSE,2022
09.07.2022,Hannah Holland,crosstown rebels,08:00,Panorama Bar,FALSE,2022
09.07.2022,Merve,,12:00,Panorama Bar,FALSE,2022
09.07.2022,FAUZIA,haus of altr,16:00,Panorama Bar,FALSE,2022
09.07.2022,Courtesy,kul�r,20:00,Panorama Bar,FALSE,2022
09.07.2022,Ryan Elliott,faith beat,23:59,Panorama Bar,TRUE,2022
16.07.2022,Rifts,spandau20,23:59,Berghain,FALSE,2022
16.07.2022,Boston 168,bpitch control,04:00,Berghain,FALSE,2022
16.07.2022,Daria Kolosova,,05:30,Berghain,FALSE,2022
16.07.2022,MARR�N,,09:30,Berghain,FALSE,2022
16.07.2022,Fadi Mohem,klockworks,13:30,Berghain,FALSE,2022
16.07.2022,JakoJako,leisure system,17:30,Berghain,FALSE,2022
16.07.2022,Lag,don't,21:30,Berghain,FALSE,2022
16.07.2022,Fiedel,ostgut ton,01:30,Berghain,TRUE,2022
16.07.2022,Stathis,,23:59,Panorama Bar,FALSE,2022
16.07.2022,Naty Seres,never not now,04:00,Panorama Bar,FALSE,2022
16.07.2022,I. JORDAN,ninja tune,08:00,Panorama Bar,FALSE,2022
16.07.2022,Tijana T,,12:00,Panorama Bar,FALSE,2022
16.07.2022,Gerd Janson,running back,16:00,Panorama Bar,FALSE,2022
16.07.2022,Fred P,private society,20:00,Panorama Bar,FALSE,2022
16.07.2022,Cromby,phantasy sound,23:59,Panorama Bar,TRUE,2022
